000571.wav|12_General_Conversation_Hindi
000572.wav|Pragati AI Hindi Dataset - File 12 (General Conversation & Assistant Interaction)
000573.wav|Greetings
000574.wav|नमस्ते।
000575.wav|राम राम सा।
000576.wav|सुप्रभात।
000577.wav|शुभ संध्या।
000578.wav|आप कैसे हैं?
000579.wav|मेरा स्वागत कीजिए।
000580.wav|बहुत-बहुत धन्यवाद।
000581.wav|अलविदा।
000582.wav|General Questions
000583.wav|आप कौन हैं?
000584.wav|आप क्या कर सकते हैं?
000585.wav|क्या आप मेरी मदद करेंगे?
000586.wav|मुझे खेती की सलाह चाहिए।
000587.wav|क्या आप मेरी भाषा समझते हैं?
000588.wav|क्या आप ऑफलाइन काम करेंगे?
000589.wav|क्या आप मेरी बात याद रखेंगे?
000590.wav|क्या आप मेरे खेत की जानकारी रख सकते हैं?
000591.wav|क्या आप मुझे रोज़ सलाह देंगे?
000592.wav|क्या मैं आपसे कभी भी बात कर सकता हूँ?
000593.wav|AI Assistant
000594.wav|मेरी फसल का विश्लेषण कीजिए।
000595.wav|मुझे सबसे अच्छा समाधान बताइए।
000596.wav|सरल भाषा में समझाइए।
000597.wav|थोड़ा विस्तार से बताइए।
000598.wav|मुझे चरणबद्ध तरीके से समझाइए।
000599.wav|क्या इसका वीडियो मिलेगा?
000600.wav|क्या इसका चित्र दिखा सकते हैं?
000601.wav|क्या आप बोलकर बता सकते हैं?
000602.wav|क्या आप मेरी भाषा में उत्तर देंगे?
000603.wav|क्या आप फिर से समझा सकते हैं?
000604.wav|मेरी समस्या हल कीजिए।
000605.wav|मुझे विशेषज्ञ से जोड़िए।
000606.wav|क्या आप मेरी रिपोर्ट देख सकते हैं?
000607.wav|क्या आप मेरी पिछली जानकारी याद रखेंगे?
000608.wav|मेरे लिए सबसे अच्छी सलाह क्या है?
000609.wav|क्या मैं फोटो भेजूँ?
000610.wav|क्या मैं आवाज़ में पूछ सकता हूँ?
000611.wav|क्या मैं बाद में फिर पूछ सकता हूँ?
000612.wav|मुझे पूरी जानकारी चाहिए।
000613.wav|मुझे आसान भाषा में बताइए।
000614.wav|Closing Conversation
000615.wav|धन्यवाद, आपने बहुत मदद की।
000617.wav|फिर मिलेंगे।
000616.wav|अब मैं चलता हूँ।
000619.wav|जय किसान।
000618.wav|आपका दिन शुभ हो।
000620.wav|धन्यवाद Pragati AI।
000621.wav|कल फिर बात करेंगे।
000622.wav|शुभकामनाएँ।
